stage,stage_label,scenario_id,scenario_label,attack_ratio,seed,Q_phy,Q_comm,Q_mis,Q_overall,alive_nodes,phy_edges,comm_edges,mis_edges,valid_paths,attacked_count,jammed_count,affected_sensor_count,affected_decider_count,affected_influencer_count
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.3,23,0.6092967898697074,0.4064948322581107,0.0,0.33859720737593935,70,276,47,274,0,30,0,0,30,0
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.3,29,0.5816929401854314,0.39771497592555954,0.0,0.32646930537033025,70,229,28,228,0,30,0,0,30,0
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.3,35,0.5956645061951121,0.37323970509771165,0.0,0.3229680704309412,70,251,34,226,0,30,0,0,30,0
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.4,11,0.47092594518012343,0.29415923440341185,0.0,0.25502839319451176,60,165,19,160,0,40,0,8,30,2
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.4,17,0.4344596127475286,0.2814656908558212,0.0,0.23864176786778324,60,155,19,138,0,40,0,9,30,1
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.4,23,0.4581519232503224,0.30532734548816015,0.0,0.2544930895794941,60,181,28,162,0,40,0,9,30,1
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.4,29,0.45938100029215245,0.2980992577614618,0.0,0.25249341935120473,60,167,20,146,0,40,0,9,30,1
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.4,35,0.4578258974232811,0.2920157878014056,0.0,0.24994722840822886,60,169,23,160,0,40,0,8,30,2
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.5,11,0.32213113418175526,0.22731897044126487,0.0,0.18315003487434003,50,110,13,100,0,50,0,16,30,4
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.5,17,0.3273286133143077,0.21606503340102415,0.0,0.18113121557177728,50,112,19,98,0,50,0,16,30,4
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.5,23,0.3280383302799167,0.23908722427906137,0.0,0.18904185151965935,50,127,21,128,0,50,0,15,30,5
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.5,29,0.3371955230640598,0.2132903292144364,0.0,0.18349528409283206,50,115,14,82,0,50,0,17,30,3
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.5,35,0.3446347844374862,0.21495994989388698,0.0,0.1865315781104577,50,113,17,112,0,50,0,15,30,5
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.6,11,0.21057736414236417,0.16123667490753876,0.0,0.1239380130166343,40,67,7,50,0,60,0,25,30,5
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.6,17,0.21457169923026226,0.16018865966653312,0.0,0.12492011963226511,40,60,14,58,0,60,0,23,30,7
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.6,23,0.22175103109885852,0.14801992272727268,0.0,0.1232569846087104,40,73,7,70,0,60,0,23,30,7
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.6,29,0.2469591983407069,0.15615062194646218,0.0,0.134369940095723,40,77,6,46,0,60,0,26,30,4
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.6,35,0.23894123102165277,0.1652689856772595,0.0,0.13473673889963741,40,68,12,76,0,60,0,20,30,10
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.7,11,0.17967980084347485,0.11264665299761763,0.0,0.09744215128036415,30,51,5,34,0,70,0,32,30,8
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.7,17,0.12915156644374914,0.09125316986437833,0.0,0.0734682454360425,30,28,3,20,0,70,0,32,30,8
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.7,23,0.14726833624386892,0.09671554586248345,0.0,0.08132796070211745,30,41,9,38,0,70,0,31,30,9
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.7,29,0.17729394813958219,0.12133715622161956,0.0,0.09954370145373391,30,45,5,40,0,70,0,30,30,10
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.7,35,0.14683978899219316,0.09698768532701611,0.0,0.08127582477306974,30,39,5,38,0,70,0,28,30,12
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.8,11,0.11168522663696111,0.0872637639185922,0.0,0.06631633018518443,20,27,4,32,0,80,0,36,30,14
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.8,17,0.015358358974885078,0.04605302999571584,0.0,0.020470462990200305,20,9,1,8,0,80,0,38,30,12
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.8,23,0.06930474401424679,0.052249219819722886,0.0,0.04051798794465655,20,16,4,18,0,80,0,36,30,14
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.8,29,0.12384024310631159,0.06837194316476532,0.0,0.06407072875702563,20,27,4,26,0,80,0,37,30,13
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.8,35,0.04680342415076765,0.051656274976431875,0.0,0.032819899709066506,20,13,1,16,0,80,0,35,30,15
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.9,11,0.00806620052410982,0.021814373750964677,0.0,0.009960191425024831,10,3,1,4,0,90,0,43,30,17
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.9,17,0.008119562050426896,0.012283980960433904,0.0,0.006801181003620266,10,3,0,2,0,90,0,44,30,16
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.9,23,0.011448672246148109,0.01535500439726224,0.0,0.008934558881136782,10,4,0,6,0,90,0,41,30,19
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.9,29,0.03391002310968723,0.02376642937727512,0.0,0.019225484162320783,10,7,0,8,0,90,0,43,30,17
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.9,35,0.005109879736787439,0.0065084880899192515,0.0,0.0038727892755688964,10,2,0,2,0,90,0,43,30,17
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),1.0,11,0.0,0.0,0.0,0.0,0,0,0,0,0,100,0,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),1.0,17,0.0,0.0,0.0,0.0,0,0,0,0,0,100,0,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),1.0,23,0.0,0.0,0.0,0.0,0,0,0,0,0,100,0,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),1.0,29,0.0,0.0,0.0,0.0,0,0,0,0,0,100,0,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),1.0,35,0.0,0.0,0.0,0.0,0,0,0,0,0,100,0,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.0,11,1.0,1.0,1.0,1.0,100,491,150,650,1003,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.0,17,1.0,0.9999999999999999,1.0,0.9999999999999998,100,496,165,673,1003,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.0,23,1.0,1.0,1.0,1.0,100,536,162,719,1015,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.0,29,1.0,1.0,1.0,1.0,100,491,140,688,1002,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.0,35,1.0,1.0,1.0,1.0,100,525,138,678,1010,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.1,11,1.0,0.9047946842769705,0.830188679245283,0.9116611211740844,100,491,120,520,886,0,10,5,2,3
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.1,17,1.0,0.8872115253741747,0.875,0.9207371751247247,100,496,117,549,1013,0,10,6,3,1
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.1,23,1.0,0.8907118297454254,0.8888888888888888,0.9265335728781048,100,536,128,591,1001,0,10,5,3,2
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.1,29,1.0,0.9173347882378119,0.9375,0.9516115960792706,100,491,122,546,645,0,10,4,3,3
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.1,35,1.0,0.8831402929021238,0.9152542372881355,0.9327981767300865,100,525,89,533,1001,0,10,5,3,2
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.2,11,1.0,0.8093503675039883,0.7169811320754716,0.8421104998598199,100,491,101,437,611,0,20,10,4,6
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.2,17,1.0,0.7613554467186269,0.8125,0.8579518155728756,100,496,84,399,708,0,20,11,7,2
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.2,23,1.0,0.7777621382686439,0.8333333333333334,0.8703651572006591,100,536,102,444,620,0,20,10,6,4
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.2,29,1.0,0.8023536641118978,0.8125,0.8716178880372991,100,491,97,420,470,0,20,9,7,4
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.2,35,1.0,0.779898889228252,0.6949152542372881,0.8249380478218467,100,525,71,448,744,0,20,9,5,6
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.3,11,1.0,0.6557276844780737,0.6037735849056604,0.7531670897945779,100,491,63,340,381,0,30,17,5,8
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.3,17,1.0,0.6433859948067401,0.625,0.7561286649355801,100,496,64,296,383,0,30,13,12,5
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.3,23,1.0,0.6855113669539519,0.7222222222222222,0.8025778630587246,100,536,84,350,462,0,30,17,7,6
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.3,29,1.0,0.6909387232401902,0.6875,0.79281290774673,100,491,73,311,171,0,30,17,7,6
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.3,35,1.0,0.6633014133846605,0.4915254237288135,0.718275612371158,100,525,65,390,530,0,30,13,7,10
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.4,11,1.0,0.5465020581360076,0.490566037735849,0.6790226986239521,100,491,49,263,177,0,40,21,8,11
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.4,17,1.0,0.48588050664056975,0.5625,0.6827935022135232,100,496,36,202,157,0,40,18,17,5
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.4,23,1.0,0.5903346048051412,0.4444444444444444,0.6782596830831952,100,536,62,261,236,0,40,19,11,10
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.4,29,1.0,0.5354196773885734,0.6875,0.7409732257961911,100,491,47,198,142,0,40,21,13,6
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.4,35,1.0,0.553993656517749,0.3898305084745763,0.6479413883307751,100,525,46,280,277,0,40,19,9,12
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.5,11,1.0,0.4003797265453783,0.3962264150943396,0.5988687138799059,100,491,26,170,71,0,50,28,10,12
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.5,17,1.0,0.37610852582536536,0.375,0.5837028419417885,100,496,26,136,58,0,50,24,18,8
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.5,23,1.0,0.4601712529641733,0.3333333333333333,0.5978348620991689,100,536,37,178,130,0,50,24,15,11
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.5,29,1.0,0.4409039077011824,0.5,0.6469679692337275,100,491,35,158,90,0,50,25,15,10
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.5,35,1.0,0.4147001983721627,0.3559322033898305,0.590210800587331,100,525,27,163,99,0,50,24,14,12
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.6,11,1.0,0.25017842589778316,0.056603773584905655,0.4355940664942296,100,491,15,105,17,0,60,31,16,13
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.6,17,1.0,0.2823363583917929,0.25,0.5107787861305976,100,496,16,86,24,0,60,30,20,10
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.6,23,1.0,0.32422671823267346,0.3333333333333333,0.5525200171886688,100,536,22,99,49,0,60,30,19,11
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.6,29,1.0,0.3231165735161721,0.375,0.566038857838724,100,491,26,108,43,0,60,30,17,13
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.6,35,1.0,0.3068555829503795,0.30508474576271183,0.5373134429043638,100,525,20,100,54,0,60,29,18,13
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.7,11,1.0,0.17562675885883755,0.056603773584905655,0.41074351081458105,100,491,7,62,14,0,70,36,19,15
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.7,17,1.0,0.19495706223950904,0.0625,0.4191523540798363,100,496,11,52,1,0,70,33,22,15
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.7,23,1.0,0.23697451390544053,0.1111111111111111,0.4493618750055172,100,536,14,66,5,0,70,34,21,15
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.7,29,1.0,0.17166609995129276,0.25,0.4738886999837642,100,491,10,66,31,0,70,34,20,16
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.7,35,1.0,0.16224472883516702,0.20338983050847456,0.4552115197812138,100,525,8,50,24,0,70,33,23,14
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.8,11,1.0,0.11517016578517042,0.056603773584905655,0.39059131312335865,100,491,5,32,12,0,80,41,22,17
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.8,17,1.0,0.09160368717013916,0.0,0.3638678957233797,100,496,6,23,0,0,80,38,25,17
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.8,23,1.0,0.10787086858962786,0.1111111111111111,0.40632732656691295,100,536,4,26,5,0,80,39,25,16
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.8,29,1.0,0.08925578745930893,0.0625,0.3839185958197696,100,491,6,27,4,0,80,38,25,17
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.8,35,1.0,0.08905624609044324,0.05084745762711864,0.3799679012391873,100,525,4,23,1,0,80,37,26,17
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.9,11,1.0,0.03450662532064113,0.0,0.344835541773547,100,491,2,8,0,0,90,45,28,17
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.9,17,1.0,0.04403161482103089,0.0,0.34801053827367695,100,496,3,12,0,0,90,43,27,20
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.9,23,1.0,0.013756402002410364,0.0,0.3379188006674701,100,536,0,4,0,0,90,43,29,18
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.9,29,1.0,0.04546922962610593,0.0,0.34848974320870196,100,491,3,12,0,0,90,41,29,20
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.9,35,1.0,0.019706979799430275,0.0,0.33990232659981007,100,525,1,2,0,0,90,43,29,18
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,1.0,11,1.0,0.0,0.0,0.3333333333333333,100,491,0,0,0,0,100,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,1.0,17,1.0,0.0,0.0,0.3333333333333333,100,496,0,0,0,0,100,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,1.0,23,1.0,0.0,0.0,0.3333333333333333,100,536,0,0,0,0,100,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,1.0,29,1.0,0.0,0.0,0.3333333333333333,100,491,0,0,0,0,100,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,1.0,35,1.0,0.0,0.0,0.3333333333333333,100,525,0,0,0,0,100,50,30,20
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.0,11,1.0,1.0,1.0,1.0,100,491,150,650,1003,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.0,17,1.0,0.9999999999999999,1.0,0.9999999999999998,100,496,165,673,1003,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.0,23,1.0,1.0,1.0,1.0,100,536,162,719,1015,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.0,29,1.0,1.0,1.0,1.0,100,491,140,688,1002,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.0,35,1.0,1.0,1.0,1.0,100,525,138,678,1010,0,0,0,0,0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.1,11,1.0,0.8980980418664155,0.830188679245283,0.9094289070372328,100,491,125,507,733,0,10,6,2,2
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.1,17,1.0,0.8672034234736368,1.0,0.9557344744912122,100,496,117,485,1003,0,10,9,1,0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.1,23,1.0,0.8915535424783017,0.9444444444444444,0.945332662307582,100,536,112,509,1007,0,10,6,3,1
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.1,29,1.0,0.8669306157001274,1.0,0.955643538566709,100,491,96,464,597,0,10,8,2,0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.1,35,1.0,0.8799261036287267,0.9661016949152542,0.9486759328479937,100,525,101,494,796,0,10,8,1,1
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.2,11,1.0,0.7731508856455725,0.5094339622641509,0.7608616159699078,100,491,86,372,390,0,20,13,3,4
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.2,17,1.0,0.7556667923644944,0.75,0.8352222641214981,100,496,98,407,703,0,20,11,6,3
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.2,23,1.0,0.781965902637082,0.6111111111111112,0.7976923379160643,100,536,90,413,562,0,20,11,5,4
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.2,29,1.0,0.7431330067834305,0.9166666666666666,0.8865998911500323,100,491,70,314,321,0,20,11,8,1
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.2,35,1.0,0.7526379376802733,0.8644067796610169,0.8723482391137634,100,525,82,374,440,0,20,12,5,3
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.3,11,1.0,0.6214156902589831,0.490566037735849,0.7039939093316107,100,491,64,256,217,0,30,21,5,4
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.3,17,1.0,0.622265404564273,0.6875,0.7699218015214243,100,496,79,312,502,0,30,18,8,4
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.3,23,1.0,0.6683386377590586,0.6111111111111112,0.7598165829567232,100,536,67,305,344,0,30,18,7,5
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.3,29,1.0,0.5986739784399979,0.8541666666666666,0.8176135483688881,100,491,48,223,237,0,30,15,13,2
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.3,35,1.0,0.6441243297632441,0.6610169491525424,0.7683804263052622,100,525,72,293,267,0,30,16,9,5
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.4,11,1.0,0.5162736362061916,0.33962264150943394,0.6186320925718751,100,491,54,178,143,0,40,25,10,5
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.4,17,1.0,0.5086899384781602,0.4375,0.6487299794927199,100,496,56,201,174,0,40,20,14,6
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.4,23,1.0,0.5499378725544126,0.6111111111111112,0.7203496612218412,100,536,40,215,172,0,40,23,10,7
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.4,29,1.0,0.4818303577709629,0.75,0.7439434525903209,100,491,41,165,159,0,40,21,16,3
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.4,35,1.0,0.5247275413062565,0.45762711864406774,0.660784886650108,100,525,48,210,156,0,40,20,13,7
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.5,11,1.0,0.37511094396034284,0.22641509433962262,0.5338420127666551,100,491,36,106,43,0,50,28,16,6
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.5,17,1.0,0.38733783380584247,0.375,0.5874459446019474,100,496,29,115,41,0,50,26,17,7
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.5,23,1.0,0.3905954157154864,0.5,0.6301984719051621,100,536,24,147,64,0,50,27,15,8
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.5,29,1.0,0.3675236860436251,0.5625,0.6433412286812084,100,491,31,108,84,0,50,27,19,4
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.5,35,1.0,0.4315413274596492,0.4067796610169491,0.6127736628255327,100,525,28,151,83,0,50,21,18,11
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.6,11,1.0,0.24635853372213043,0.11320754716981131,0.45318869363064723,100,491,21,72,34,0,60,35,17,8
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.6,17,1.0,0.2930548545019439,0.3125,0.5351849515006479,100,496,19,74,30,0,60,33,19,8
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.6,23,1.0,0.2750101770242062,0.3333333333333333,0.5361145034525132,100,536,13,95,33,0,60,32,19,9
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.6,29,1.0,0.3086594115923964,0.375,0.5612198038641321,100,491,26,86,45,0,60,30,20,10
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.6,35,1.0,0.3298364296798357,0.4067796610169491,0.5788720302322615,100,525,18,92,46,0,60,29,19,12
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.7,11,1.0,0.20609406555611948,0.056603773584905655,0.420899279713675,100,491,19,59,14,0,70,36,20,14
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.7,17,1.0,0.2031476902964506,0.0625,0.4218825634321502,100,496,11,41,1,0,70,36,22,12
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.7,23,1.0,0.19468412353562306,0.1111111111111111,0.435265078215578,100,536,6,61,17,0,70,36,21,13
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.7,29,1.0,0.1584426684506983,0.1875,0.4486475561502328,100,491,9,45,10,0,70,36,24,10
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.7,35,1.0,0.22033089307723164,0.15254237288135591,0.4576244219861958,100,525,12,55,11,0,70,34,21,15
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.8,11,1.0,0.09705198540140818,0.0,0.3656839951338027,100,491,5,18,0,0,80,40,25,15
