stage,stage_label,scenario_id,scenario_label,attack_ratio,num_runs,Q_phy_mean,Q_phy_std,Q_comm_mean,Q_comm_std,Q_mis_mean,Q_mis_std,Q_overall_mean,Q_overall_std,alive_nodes_mean,alive_nodes_std,phy_edges_mean,phy_edges_std,comm_edges_mean,comm_edges_std,mis_edges_mean,mis_edges_std,valid_paths_mean,valid_paths_std,attacked_count_mean,attacked_count_std,jammed_count_mean,jammed_count_std,affected_sensor_count_mean,affected_sensor_count_std,affected_decider_count_mean,affected_decider_count_std,affected_influencer_count_mean,affected_influencer_count_std
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.8,5,1.0,0.0,0.09859135101893793,0.010843108082416937,0.004983506980429321,0.004328135552767315,0.36785828599978904,0.0049358572195006755,100.0,0.0,507.8,18.946239732464065,5.8,2.3151673805580453,26.2,3.3105890714493698,4.4,4.223742416388575,0.0,0.0,80.0,0.0,38.6,1.3564659966250538,24.6,1.3564659966250538,16.8,0.39999999999999997
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,0.9,5,1.0,0.0,0.03149417031392372,0.012768171111112123,0.0,0.0,0.3438313901046412,0.004256057037037378,100.0,0.0,507.8,18.946239732464065,1.8,0.7483314773547883,7.6,4.079215610874228,0.0,0.0,0.0,0.0,90.0,0.0,43.0,1.2649110640673518,28.4,0.7999999999999999,18.6,1.2
recon,侦察阶段（固定 $\Phi=1$）,soft_random,网络压制-随机攻击,1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,100.0,0.0,507.8,18.946239732464065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,30.0,0.0,20.0,0.0
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.0,5,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,1.0,9.930136612989092e-17,100.0,0.0,507.8,18.946239732464065,141.8,6.046486583132389,681.6,22.473095024940378,1006.6,5.083306010855534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.1,5,1.0,0.0,0.8387113997155602,0.015908915362454434,0.9332138718113165,0.06439709588681337,0.9239750905089588,0.017716723144859736,100.0,0.0,507.8,18.946239732464065,110.2,5.30659966456864,515.2,17.428711943227473,933.0,65.09685092229884,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.2,5,1.0,0.0,0.6481603269329825,0.01560358256107076,0.5077091182941849,0.10207616370524242,0.7186231484090557,0.03712711102385191,100.0,0.0,507.8,18.946239732464065,68.4,9.93176721434811,368.4,14.56845908117945,503.0,103.13874150870758,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.3,5,1.0,0.0,0.4117987649652445,0.012543366426406355,0.0,0.0,0.4705995883217481,0.00418112214213546,100.0,0.0,507.8,18.946239732464065,35.4,7.914543574963752,242.4,18.30409790183608,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.4,5,1.0,0.0,0.312665242009863,0.008970444803349216,0.0,0.0,0.4375550806699543,0.0029901482677830646,100.0,0.0,507.8,18.946239732464065,21.2,3.9698866482558417,153.2,9.516301802696255,0.0,0.0,0.0,0.0,40.0,0.0,8.6,0.4898979485566356,30.0,0.0,1.4,0.4898979485566356
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.5,5,1.0,0.0,0.23967776886672348,0.011488336595319035,0.0,0.0,0.4132259229555745,0.003829445531773005,100.0,0.0,507.8,18.946239732464065,14.6,4.2708313008125245,104.0,15.336231610144651,0.0,0.0,0.0,0.0,50.0,0.0,15.8,0.7483314773547882,30.0,0.0,4.2,0.7483314773547882
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.6,5,1.0,0.0,0.17123320022539448,0.005488915506127832,0.0,0.0,0.39041106674179815,0.0018296385020426101,100.0,0.0,507.8,18.946239732464065,9.4,3.2,60.0,11.454256850621082,0.0,0.0,0.0,0.0,60.0,0.0,23.4,2.0591260281974,30.0,0.0,6.6,2.0591260281974
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.7,5,1.0,0.0,0.11328623380401041,0.013308428934828856,0.0,0.0,0.37109541126800344,0.004436142978276285,100.0,0.0,507.8,18.946239732464065,5.2,1.16619037896906,34.0,7.26636084983398,0.0,0.0,0.0,0.0,70.0,0.0,30.6,1.4966629547095767,30.0,0.0,9.4,1.4966629547095764
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.8,5,1.0,0.0,0.06692071687678988,0.01942698416478321,0.0,0.0,0.3556402389589299,0.006475661388261072,100.0,0.0,507.8,18.946239732464065,3.2,1.6,20.0,8.294576541331088,0.0,0.0,0.0,0.0,80.0,0.0,36.4,1.0198039027185568,30.0,0.0,13.6,1.0198039027185568
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),0.9,5,1.0,0.0,0.016624981664048123,0.006956845741754886,0.0,0.0,0.338874993888016,0.002318948580584968,100.0,0.0,507.8,18.946239732464065,0.6,0.48989794855663565,4.4,2.33238075793812,0.0,0.0,0.0,0.0,90.0,0.0,42.8,0.9797958971132711,30.0,0.0,17.2,0.9797958971132713
recon,侦察阶段（固定 $\Phi=1$）,soft_role_decider,网络压制-角色导向(D→拓扑),1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,100.0,0.0,507.8,18.946239732464065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,30.0,0.0,20.0,0.0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.0,5,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,1.0,9.930136612989092e-17,100.0,0.0,507.8,18.946239732464065,141.8,6.046486583132389,681.6,22.473095024940378,1006.6,5.083306010855534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.1,5,1.0,0.0,0.8807423454294415,0.012592336693083605,0.8314943997946536,0.15592840790590407,0.9040789150746983,0.05257566798295644,100.0,0.0,507.8,18.946239732464065,103.4,4.6303347611160905,491.8,16.436544649043483,827.2,158.79093173100284,0.0,0.0,10.0,0.0,7.4,1.2,1.8,0.7483314773547883,0.8,0.7483314773547883
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.2,5,1.0,0.0,0.7613109050221706,0.014172695031070666,0.4903819388945439,0.13302501167810096,0.7505642813055714,0.04579860610609899,100.0,0.0,507.8,18.946239732464065,77.8,6.337191807101943,376.0,35.1965907439911,483.2,135.19082809125774,0.0,0.0,20.0,0.0,11.6,0.7999999999999999,5.4,1.624807680927192,3.0,1.0954451150103321
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.3,5,1.0,0.0,0.6309636081571114,0.02357769751328876,0.32194716583973176,0.10289555196440892,0.6509702579989477,0.03638920224555234,100.0,0.0,507.8,18.946239732464065,60.0,7.771743691090179,277.8,33.52252973747655,313.4,103.72000771307337,0.0,0.0,30.0,0.0,17.6,2.0591260281974,8.4,2.65329983228432,4.0,1.0954451150103321
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.4,5,1.0,0.0,0.5162918692631968,0.02212961616804408,0.16856503135457496,0.01136955657509415,0.5616189668725905,0.008496264608278743,100.0,0.0,507.8,18.946239732464065,44.2,6.49307323229917,193.8,19.197916553626335,160.8,11.338430226446693,0.0,0.0,40.0,0.0,21.8,1.9390719429665315,12.6,2.33238075793812,5.6,1.4966629547095764
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.5,5,1.0,0.0,0.39042184139698916,0.0221770262380955,0.06830705975838776,0.019387755321763064,0.48624296705179226,0.011249706976387984,100.0,0.0,507.8,18.946239732464065,28.8,3.6000000000000005,125.4,19.54072670091878,63.0,18.579558659989747,0.0,0.0,50.0,0.0,25.8,2.4819347291981715,17.0,1.4142135623730951,7.2,2.3151673805580453
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.6,5,1.0,0.0,0.2905838813041025,0.028537745851698434,0.041099329323553105,0.007104170678482089,0.4438944035425519,0.011392712949829933,100.0,0.0,507.8,18.946239732464065,20.8,2.1354156504062622,83.8,9.303762679690406,37.6,6.590902821313632,0.0,0.0,60.0,0.0,31.8,2.1354156504062622,18.8,0.9797958971132712,9.4,1.4966629547095764
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.7,5,1.0,0.0,0.1965398881832246,0.020764389139498598,0.011616637917340267,0.0056659000554554525,0.4027188420335216,0.007106475703143386,100.0,0.0,507.8,18.946239732464065,13.6,2.1540659228538015,52.2,7.858753081755401,10.6,5.388877434122992,0.0,0.0,70.0,0.0,35.6,0.8,21.6,1.3564659966250536,12.8,1.7204650534085253
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.8,5,1.0,0.0,0.11774008137961571,0.011281047334818987,0.002890861246143835,0.003237984473675076,0.3735436475419198,0.004215139729662714,100.0,0.0,507.8,18.946239732464065,7.0,0.8944271909999159,26.0,6.723094525588644,2.6,3.0724582991474434,0.0,0.0,80.0,0.0,41.2,1.16619037896906,23.4,1.0198039027185568,15.4,0.7999999999999999
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,0.9,5,1.0,0.0,0.039337313455822226,0.01090480679530726,0.0,0.0,0.34644577115194075,0.00363493559843576,100.0,0.0,507.8,18.946239732464065,1.6,0.8,7.0,3.8987177379235853,0.0,0.0,0.0,0.0,90.0,0.0,46.0,0.8944271909999159,25.8,0.7483314773547882,18.2,1.3266499161421599
recon,侦察阶段（固定 $\Phi=1$）,soft_topology,网络压制-拓扑导向,1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,100.0,0.0,507.8,18.946239732464065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,30.0,0.0,20.0,0.0
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.0,5,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,1.0,9.930136612989092e-17,100.0,0.0,507.8,18.946239732464065,53.4,7.863841300535,572.4,29.567549780122125,983.6,52.8454349967904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.1,5,0.8608274105299142,0.005501241064448492,0.8507594921953446,0.0158534430576904,0.932147894300876,0.11223060053906511,0.8812449323420448,0.040698429444418864,90.0,0.0,409.4,19.48948434412773,39.8,6.241794613730893,468.0,28.823601440486232,916.8,151.60791536064335,10.0,0.0,0.0,0.0,5.0,0.6324555320336759,2.8,0.39999999999999997,2.2,0.7483314773547882
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.2,5,0.7239952802218619,0.009586375233267079,0.7005415201055241,0.027559948107390892,0.7295187512076214,0.12607460482026384,0.7180185171783358,0.04088018447065753,80.0,0.0,318.4,12.240914998479484,31.8,4.354308211415448,368.2,13.555810562264433,711.8,148.70561522686359,20.0,0.0,0.0,0.0,9.8,0.7483314773547883,5.8,1.16619037896906,4.4,1.4966629547095764
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.3,5,0.5985514173078978,0.015481457129914373,0.5754188280648472,0.04412108335710463,0.4586381936976537,0.16017928802203066,0.5442028130234663,0.05753317220859746,70.0,0.0,241.8,17.359723500102184,25.8,4.354308211415448,288.8,24.76610587072582,448.2,170.90394963253482,30.0,0.0,0.0,0.0,15.4,1.9595917942265424,7.6,2.33238075793812,7.0,1.7888543819998317
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.4,5,0.4792014503172342,0.011442967659971692,0.43481872145005207,0.031132046548697067,0.23623997121123108,0.07186900551056653,0.38342004765950577,0.03002390190065279,60.0,0.0,176.0,10.714476188783099,16.6,1.7435595774162693,205.2,28.18084455796171,226.0,78.64349941349253,40.0,0.0,0.0,0.0,19.6,1.2,11.6,3.2,8.8,2.7856776554368237
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.5,5,0.36286178298197835,0.015179256073240013,0.3188277159727949,0.04246457603349873,0.11570427959542784,0.03626653322675123,0.26579792618340037,0.017209514174329216,50.0,0.0,120.6,6.086049621881176,13.8,1.469693845669907,137.0,11.64474130240771,107.6,36.313083041790875,50.0,0.0,0.0,0.0,25.0,1.5491933384829668,14.4,2.5768197453450252,10.6,1.4966629547095764
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.6,5,0.24536735452884312,0.02236785284658995,0.20406163645852438,0.015287681423198068,0.05231263223086351,0.02107050755844916,0.16724720773941032,0.009412534836789478,40.0,0.0,76.0,5.692099788303083,6.8,2.039607805437114,84.2,6.615134163416491,47.4,20.14547095503106,60.0,0.0,0.0,0.0,30.0,0.6324555320336759,18.0,1.4142135623730951,12.0,1.2649110640673518
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.7,5,0.15376961552996296,0.013512794025139406,0.11693981131249942,0.015290935443933224,0.017463933563174154,0.008328731732797223,0.09605778680187883,0.005900840783970064,30.0,0.0,43.4,4.882622246293481,3.4,0.4898979485566356,48.6,6.974238309665077,15.6,8.357032966310472,70.0,0.0,0.0,0.0,34.0,1.0954451150103321,21.0,1.4142135623730951,15.0,0.6324555320336759
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.8,5,0.08048093924935334,0.012529716752742628,0.05906995069679477,0.015602311403611721,0.009239468969230056,0.010015211800761332,0.04959678630512606,0.011888006020201455,20.0,0.0,18.8,3.709447398198282,1.4,0.4898979485566356,22.0,6.131883886702357,8.2,9.558242516278817,80.0,0.0,0.0,0.0,38.6,1.3564659966250538,24.6,1.3564659966250538,16.8,0.39999999999999997
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,0.9,5,0.02433994487869149,0.015431499287327758,0.007822734287761927,0.0022759052205226656,0.0005585306886422166,0.0006840591092112561,0.010907069951698546,0.005830435737666067,10.0,0.0,5.0,2.1908902300206643,0.2,0.4,6.8,2.9257477676655586,0.4,0.48989794855663565,90.0,0.0,0.0,0.0,43.0,1.2649110640673518,28.4,0.7999999999999999,18.6,1.2
strike,打击阶段（固定 $\Phi=2$）,hard_random,硬杀伤-随机攻击,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,30.0,0.0,20.0,0.0
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.0,5,1.0,0.0,1.0,4.965068306494546e-17,1.0,0.0,1.0,9.930136612989092e-17,100.0,0.0,507.8,18.946239732464065,53.4,7.863841300535,572.4,29.567549780122125,983.6,52.8454349967904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.1,5,0.8600492921946961,0.01172595665944047,0.7554202113565872,0.013391465682935179,0.9051112914729753,0.09420983997501572,0.8401935983414195,0.034338074055337765,90.0,0.0,411.6,14.051334456200237,37.8,5.844655678480983,426.6,19.022092419079453,887.2,127.83802251286586,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.2,5,0.7257428426900621,0.011012763247386525,0.5342429875327445,0.013098884941435433,0.4719991740214515,0.0652150472714913,0.577328334748086,0.02118891140044538,80.0,0.0,326.0,10.99090533122727,20.8,1.8330302779823362,297.8,17.186040847152668,455.8,78.55545811717987,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.3,5,0.5992246814238548,0.011511186746261517,0.3010347191409902,0.00520205078877595,0.0,0.0,0.30008646685494833,0.005020558402404595,70.0,0.0,248.6,16.156732342896568,10.4,4.223742416388575,188.8,18.312837027615355,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.4,5,0.45614887577868163,0.011883241481769611,0.22532811131547792,0.005041761574629552,0.0,0.0,0.22715899569805317,0.003757285036106711,60.0,0.0,167.4,8.333066662399863,7.6,4.223742416388575,120.4,8.42852300228219,0.0,0.0,40.0,0.0,0.0,0.0,8.6,0.4898979485566356,30.0,0.0,1.4,0.4898979485566356
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.5,5,0.3318656770555051,0.008018132170283045,0.16745021949492234,0.007795499521811645,0.0,0.0,0.16643863218347582,0.0026929830918506863,50.0,0.0,115.4,6.019966777316964,4.4,2.0591260281974,85.2,12.496399481450648,0.0,0.0,50.0,0.0,0.0,0.0,15.8,0.7483314773547882,30.0,0.0,4.2,0.7483314773547882
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.6,5,0.2265601047667689,0.014083411239438992,0.11722905210112114,0.009288726835682349,0.0,0.0,0.11459638562263001,0.005712796859127115,40.0,0.0,69.0,5.761944116355173,3.6,1.3564659966250538,50.0,8.099382692526634,0.0,0.0,60.0,0.0,0.0,0.0,23.4,2.0591260281974,30.0,0.0,6.6,2.0591260281974
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.7,5,0.15604668813257366,0.019468662504298167,0.07893904489642792,0.009534403306292343,0.0,0.0,0.07832857767633386,0.009499137016563035,30.0,0.0,40.8,7.6000000000000005,1.4,1.4966629547095764,27.2,4.66476151587624,0.0,0.0,70.0,0.0,0.0,0.0,30.6,1.4966629547095767,30.0,0.0,9.4,1.4966629547095764
strike,打击阶段（固定 $\Phi=2$）,hard_role_decider,硬杀伤-角色导向(D→拓扑),0.8,5,0.07339839937663445,0.04025657151779927,0.04002210573360538,0.010239508791633385,0.0,0.0,0.0378068350367466,0.01651150622905225,20.0,0.0,18.4,7.364781055808788,1.2,0.9797958971132712,16.8,6.013318551349164,0.0,0.0,80.0,0.0,0.0,0.0,36.4,1.0198039027185568,30.0,0.0,13.6,1.0198039027185568
